# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     3.68358e+04     9.56603e+03
    1.04717e-02     5.38620e+04     1.48829e+04
    1.42665e-02     8.43990e+04     2.28443e+04
    1.81228e-02     7.15274e+04     1.96633e+04
    2.24845e-02     6.71132e+04     1.79556e+04
    2.64508e-02     6.75300e+04     1.80749e+04
    3.04474e-02     6.25338e+04     1.61367e+04
    3.47320e-02     5.63825e+04     1.45578e+04
    3.88308e-02     5.09389e+04     1.29462e+04
    4.28140e-02     4.77042e+04     1.17780e+04
    4.68856e-02     4.62191e+04     1.15674e+04
    5.09858e-02     4.49839e+04     1.09418e+04
    5.51458e-02     3.79398e+04     8.99547e+03
    5.92243e-02     4.14273e+04     9.89858e+03
    6.32864e-02     3.83647e+04     9.02001e+03
    6.73674e-02     3.64651e+04     8.49675e+03
    7.14960e-02     3.44405e+04     7.82980e+03
    7.55894e-02     3.43154e+04     7.72870e+03
    7.96660e-02     3.31838e+04     7.26266e+03
    8.38183e-02     2.99284e+04     6.54126e+03
    8.78941e-02     2.78986e+04     5.90693e+03
    9.19238e-02     2.68740e+04     5.67946e+03
    9.60446e-02     2.57243e+04     5.31483e+03
    1.00128e-01     2.41930e+04     4.79986e+03
    1.04209e-01     2.28916e+04     4.43979e+03
    1.08333e-01     2.23323e+04     4.20539e+03
    1.12448e-01     2.21624e+04     4.20411e+03
    1.16521e-01     2.11289e+04     3.94141e+03
    1.20596e-01     2.13747e+04     3.91059e+03
    1.24665e-01     2.07957e+04     3.73231e+03
    1.28771e-01     2.04883e+04     3.66659e+03
    1.32874e-01     2.04732e+04     3.60962e+03
    1.36975e-01     1.95195e+04     3.42365e+03
    1.41075e-01     1.90098e+04     3.21717e+03
    1.45172e-01     1.86189e+04     3.13220e+03
    1.49268e-01     1.82835e+04     2.93860e+03
    1.53330e-01     1.74564e+04     2.77951e+03
    1.57416e-01     1.75007e+04     2.72711e+03
    1.61514e-01     1.67116e+04     2.56482e+03
    1.65592e-01     1.62741e+04     2.42342e+03
    1.69693e-01     1.59764e+04     2.33121e+03
    1.73803e-01     1.56803e+04     2.25473e+03
    1.77905e-01     1.55563e+04     2.24009e+03
    1.82001e-01     1.54452e+04     2.18918e+03
    1.86092e-01     1.55412e+04     2.16812e+03
    1.90161e-01     1.49310e+04     2.04964e+03
    1.94237e-01     1.50300e+04     2.04724e+03
    1.98334e-01     1.46110e+04     1.95438e+03
    2.02427e-01     1.44703e+04     1.91047e+03
    2.06523e-01     1.44268e+04     1.88092e+03
    2.10626e-01     1.40372e+04     1.78632e+03
    2.14724e-01     1.38067e+04     1.72067e+03
    2.18827e-01     1.35699e+04     1.66450e+03
    2.22903e-01     1.34176e+04     1.61198e+03
    2.26990e-01     1.33961e+04     1.60298e+03
    2.31084e-01     1.30515e+04     1.53325e+03
    2.35153e-01     1.29336e+04     1.50836e+03
    2.39244e-01     1.28289e+04     1.46220e+03
    2.43338e-01     1.26812e+04     1.42656e+03
    2.47445e-01     1.25377e+04     1.40456e+03
    2.51539e-01     1.26720e+04     1.38114e+03
    2.55609e-01     1.23843e+04     1.34541e+03
    2.59718e-01     1.23359e+04     1.31508e+03
    2.63814e-01     1.21652e+04     1.28088e+03
    2.67904e-01     1.21124e+04     1.26511e+03
    2.71993e-01     1.20500e+04     1.25101e+03
    2.76068e-01     1.19128e+04     1.20469e+03
    2.80171e-01     1.18552e+04     1.18130e+03
    2.84268e-01     1.16710e+04     1.14458e+03
    2.88346e-01     1.15960e+04     1.13293e+03
    2.92426e-01     1.15380e+04     1.10960e+03
    2.96514e-01     1.13660e+04     1.06990e+03
    3.00627e-01     1.13758e+04     1.05993e+03
    3.04729e-01     1.13100e+04     1.04757e+03
    3.08821e-01     1.11788e+04     1.02928e+03
    3.12919e-01     1.11245e+04     1.01179e+03
    3.16999e-01     1.10450e+04     9.93946e+02
    3.21078e-01     1.09127e+04     9.71316e+02
    3.25167e-01     1.09239e+04     9.51709e+02
    3.29247e-01     1.08993e+04     9.38508e+02
    3.33333e-01     1.08411e+04     9.28766e+02
    3.37443e-01     1.07918e+04     9.14433e+02
    3.41545e-01     1.07028e+04     8.87076e+02
    3.45625e-01     1.06323e+04     8.86075e+02
    3.49715e-01     1.05149e+04     8.57902e+02
    3.53817e-01     1.05264e+04     8.47488e+02
    3.57906e-01     1.05532e+04     8.43579e+02
    3.61975e-01     1.04823e+04     8.37655e+02
    3.66071e-01     1.03975e+04     8.18407e+02
    3.70189e-01     1.03425e+04     8.07794e+02
    3.74277e-01     1.02945e+04     7.94243e+02
    3.78356e-01     1.02078e+04     7.75057e+02
    3.82448e-01     1.02157e+04     7.71287e+02
    3.86535e-01     1.01158e+04     7.57367e+02
    3.90624e-01     1.01617e+04     7.58166e+02
    3.94706e-01     1.00343e+04     7.36237e+02
    3.98794e-01     1.00882e+04     7.34701e+02
    4.02896e-01     9.96074e+03     7.14845e+02
    4.06986e-01     9.94090e+03     7.08875e+02
    4.11069e-01     9.87169e+03     7.01237e+02
    4.15170e-01     9.82631e+03     6.92536e+02
    4.19263e-01     9.83134e+03     6.83014e+02
    4.23353e-01     9.84408e+03     6.79014e+02
    4.27447e-01     9.74182e+03     6.69418e+02
    4.31534e-01     9.74019e+03     6.57719e+02
    4.35624e-01     9.67791e+03     6.49960e+02
    4.39718e-01     9.65725e+03     6.41703e+02
    4.43804e-01     9.57385e+03     6.33815e+02
    4.47892e-01     9.59790e+03     6.25807e+02
    4.51977e-01     9.56062e+03     6.20841e+02
    4.56067e-01     9.46850e+03     6.09637e+02
    4.60165e-01     9.53380e+03     6.10400e+02
    4.64260e-01     9.44877e+03     5.97514e+02
    4.68355e-01     9.39902e+03     5.90720e+02
    4.72450e-01     9.41271e+03     5.84996e+02
    4.76540e-01     9.35949e+03     5.79277e+02
    4.80633e-01     9.31966e+03     5.72805e+02
    4.84718e-01     9.29662e+03     5.68684e+02
    4.88794e-01     9.26718e+03     5.62639e+02
    4.92888e-01     9.22919e+03     5.54637e+02
    4.96984e-01     9.17083e+03     5.49492e+02
    5.01073e-01     9.19102e+03     5.44541e+02
    5.05169e-01     9.20682e+03     5.40330e+02
    5.09268e-01     9.12447e+03     5.31755e+02
    5.13369e-01     9.12615e+03     5.29859e+02
    5.17441e-01     9.08230e+03     5.26000e+02
    5.21516e-01     9.07290e+03     5.22729e+02
    5.25611e-01     9.07636e+03     5.14644e+02
    5.29706e-01     9.01610e+03     5.06376e+02
    5.33801e-01     8.98526e+03     5.03934e+02
    5.37888e-01     8.94270e+03     5.01730e+02
