# Real space auto- and cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     2.17605e+04     8.69923e+03     3.57720e+03
    1.04717e-02     1.76962e+04     7.68922e+03     3.46218e+03
    1.42665e-02     2.20126e+04     9.47320e+03     4.17991e+03
    1.81228e-02     1.96152e+04     8.33719e+03     3.65453e+03
    2.24845e-02     2.11104e+04     9.08393e+03     4.03838e+03
    2.64508e-02     1.94502e+04     8.39971e+03     3.72472e+03
    3.04474e-02     1.88439e+04     8.01492e+03     3.53412e+03
    3.47320e-02     1.53528e+04     6.55938e+03     2.90742e+03
    3.88308e-02     1.52787e+04     6.49976e+03     2.87487e+03
    4.28140e-02     1.38116e+04     5.79339e+03     2.53064e+03
    4.68856e-02     1.27163e+04     5.31551e+03     2.32862e+03
    5.09858e-02     1.18071e+04     4.92872e+03     2.16473e+03
    5.51458e-02     1.12621e+04     4.66518e+03     2.03766e+03
    5.92243e-02     1.10145e+04     4.56648e+03     2.00683e+03
    6.32864e-02     1.03737e+04     4.27700e+03     1.86995e+03
    6.73674e-02     9.79709e+03     3.99368e+03     1.73737e+03
    7.14960e-02     9.11746e+03     3.72294e+03     1.62738e+03
    7.55894e-02     8.96282e+03     3.65738e+03     1.59707e+03
    7.96660e-02     8.47359e+03     3.44557e+03     1.50735e+03
    8.38183e-02     7.86502e+03     3.15923e+03     1.37403e+03
    8.78941e-02     7.05909e+03     2.81609e+03     1.23001e+03
    9.19238e-02     6.41213e+03     2.53778e+03     1.10541e+03
    9.60446e-02     6.17622e+03     2.41141e+03     1.04239e+03
    1.00128e-01     5.84650e+03     2.28280e+03     9.89724e+02
    1.04209e-01     5.46017e+03     2.08529e+03     8.95453e+02
    1.08333e-01     5.23984e+03     2.01421e+03     8.71446e+02
    1.12448e-01     5.00498e+03     1.91876e+03     8.32336e+02
    1.16521e-01     5.10571e+03     1.93957e+03     8.33136e+02
    1.20596e-01     4.66924e+03     1.76333e+03     7.63539e+02
    1.24665e-01     4.61133e+03     1.73350e+03     7.45643e+02
    1.28771e-01     4.57416e+03     1.71681e+03     7.41668e+02
    1.32874e-01     4.48610e+03     1.68471e+03     7.27185e+02
    1.36975e-01     4.17164e+03     1.54617e+03     6.65266e+02
    1.41075e-01     4.14336e+03     1.53173e+03     6.58825e+02
    1.45172e-01     3.79352e+03     1.37785e+03     5.90084e+02
    1.49268e-01     3.68728e+03     1.32928e+03     5.71244e+02
    1.53330e-01     3.52851e+03     1.26322e+03     5.42152e+02
    1.57416e-01     3.40010e+03     1.20242e+03     5.15089e+02
    1.61514e-01     3.24759e+03     1.13679e+03     4.84154e+02
    1.65592e-01     3.16546e+03     1.10226e+03     4.70617e+02
    1.69693e-01     3.01982e+03     1.03820e+03     4.42263e+02
    1.73803e-01     2.95549e+03     1.00874e+03     4.28358e+02
    1.77905e-01     2.90404e+03     9.88630e+02     4.22150e+02
    1.82001e-01     2.86458e+03     9.71002e+02     4.11763e+02
    1.86092e-01     2.78018e+03     9.33761e+02     3.96136e+02
    1.90161e-01     2.76112e+03     9.20276e+02     3.88269e+02
    1.94237e-01     2.66595e+03     8.85165e+02     3.75335e+02
    1.98334e-01     2.62542e+03     8.61607e+02     3.63213e+02
    2.02427e-01     2.48335e+03     8.12420e+02     3.45875e+02
    2.06523e-01     2.51726e+03     8.16044e+02     3.44227e+02
    2.10626e-01     2.45156e+03     7.86811e+02     3.30208e+02
    2.14724e-01     2.34303e+03     7.45737e+02     3.13391e+02
    2.18827e-01     2.27784e+03     7.15465e+02     3.01202e+02
    2.22903e-01     2.20656e+03     6.88345e+02     2.89926e+02
    2.26990e-01     2.16166e+03     6.72883e+02     2.84092e+02
    2.31084e-01     2.12060e+03     6.48540e+02     2.70698e+02
    2.35153e-01     2.06208e+03     6.22890e+02     2.60147e+02
    2.39244e-01     2.05791e+03     6.19558e+02     2.58448e+02
    2.43338e-01     2.02248e+03     6.03308e+02     2.51911e+02
    2.47445e-01     1.99869e+03     5.94142e+02     2.47119e+02
    2.51539e-01     1.96354e+03     5.80207e+02     2.42148e+02
    2.55609e-01     1.94740e+03     5.70177e+02     2.36008e+02
    2.59718e-01     1.89979e+03     5.52966e+02     2.29496e+02
    2.63814e-01     1.86927e+03     5.37525e+02     2.22280e+02
    2.67904e-01     1.84464e+03     5.26874e+02     2.17356e+02
    2.71993e-01     1.81700e+03     5.14966e+02     2.12322e+02
    2.76068e-01     1.76773e+03     4.97193e+02     2.05539e+02
    2.80171e-01     1.75593e+03     4.86926e+02     2.00628e+02
    2.84268e-01     1.71652e+03     4.71998e+02     1.93811e+02
    2.88346e-01     1.68169e+03     4.58901e+02     1.88819e+02
    2.92426e-01     1.65515e+03     4.47035e+02     1.83743e+02
    2.96514e-01     1.63513e+03     4.38588e+02     1.80030e+02
    3.00627e-01     1.61284e+03     4.29315e+02     1.75405e+02
    3.04729e-01     1.58642e+03     4.19490e+02     1.71615e+02
    3.08821e-01     1.57597e+03     4.12497e+02     1.67976e+02
    3.12919e-01     1.53500e+03     3.98125e+02     1.63350e+02
    3.16999e-01     1.53019e+03     3.94805e+02     1.60501e+02
    3.21078e-01     1.51200e+03     3.88968e+02     1.58552e+02
    3.25167e-01     1.49042e+03     3.78663e+02     1.54447e+02
    3.29247e-01     1.47273e+03     3.70795e+02     1.50385e+02
    3.33333e-01     1.46004e+03     3.65098e+02     1.48047e+02
    3.37443e-01     1.42592e+03     3.53937e+02     1.43929e+02
    3.41545e-01     1.42546e+03     3.51860e+02     1.43016e+02
    3.45625e-01     1.40649e+03     3.44077e+02     1.39275e+02
    3.49715e-01     1.38673e+03     3.35764e+02     1.35911e+02
    3.53817e-01     1.36563e+03     3.27887e+02     1.32805e+02
