# Real space auto- and cross-spectra.
# z=3.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     3.92495e+05     2.24742e+04     2.05795e+03
    1.04717e-02     2.99278e+05     1.96209e+04     2.60555e+03
    1.42665e-02     3.46034e+05     1.82336e+04     2.04402e+03
    1.81228e-02     3.88036e+05     2.44713e+04     2.85781e+03
    2.24845e-02     3.60006e+05     2.10587e+04     2.46412e+03
    2.64508e-02     3.02414e+05     1.71565e+04     2.17324e+03
    3.04474e-02     2.71832e+05     1.47985e+04     2.09850e+03
    3.47320e-02     2.92171e+05     1.36993e+04     1.70781e+03
    3.88308e-02     2.73329e+05     1.27895e+04     1.65041e+03
    4.28140e-02     2.45437e+05     1.06428e+04     1.36046e+03
    4.68856e-02     2.66045e+05     1.06964e+04     1.29858e+03
    5.09858e-02     2.71608e+05     1.06308e+04     1.31714e+03
    5.51458e-02     2.53904e+05     9.67874e+03     1.19082e+03
    5.92243e-02     2.42899e+05     8.76238e+03     1.12119e+03
    6.32864e-02     2.53853e+05     8.67263e+03     1.04007e+03
    6.73674e-02     2.47643e+05     7.98437e+03     9.93796e+02
    7.14960e-02     2.38885e+05     7.60790e+03     9.44377e+02
    7.55894e-02     2.38442e+05     7.91968e+03     9.29284e+02
    7.96660e-02     2.30367e+05     6.50571e+03     8.12565e+02
    8.38183e-02     2.22710e+05     6.33160e+03     7.57482e+02
    8.78941e-02     2.18472e+05     5.55807e+03     6.82374e+02
    9.19238e-02     2.17526e+05     5.43190e+03     6.53080e+02
    9.60446e-02     2.11678e+05     5.05012e+03     6.10851e+02
    1.00128e-01     2.10811e+05     4.37543e+03     5.46321e+02
    1.04209e-01     2.04590e+05     4.17149e+03     5.15235e+02
    1.08333e-01     2.08094e+05     4.14305e+03     5.07846e+02
    1.12448e-01     2.08617e+05     4.12946e+03     4.85358e+02
    1.16521e-01     2.09463e+05     3.88898e+03     4.66360e+02
    1.20596e-01     2.09049e+05     3.82097e+03     4.48480e+02
    1.24665e-01     1.98901e+05     3.40830e+03     4.29768e+02
    1.28771e-01     2.04400e+05     3.48009e+03     4.15157e+02
    1.32874e-01     1.97950e+05     3.33824e+03     3.92632e+02
    1.36975e-01     2.01015e+05     3.45010e+03     3.91962e+02
    1.41075e-01     1.99022e+05     3.15444e+03     3.71678e+02
    1.45172e-01     1.99141e+05     2.99005e+03     3.40889e+02
    1.49268e-01     1.94918e+05     2.83707e+03     3.26519e+02
    1.53330e-01     1.93668e+05     2.56551e+03     3.08542e+02
    1.57416e-01     1.93742e+05     2.59506e+03     2.87481e+02
    1.61514e-01     1.92343e+05     2.41287e+03     2.73497e+02
    1.65592e-01     1.92553e+05     2.36363e+03     2.63930e+02
    1.69693e-01     1.86531e+05     2.18075e+03     2.51362e+02
    1.73803e-01     1.88388e+05     2.17075e+03     2.43343e+02
    1.77905e-01     1.87422e+05     2.15692e+03     2.37828e+02
    1.82001e-01     1.88039e+05     2.11340e+03     2.32162e+02
    1.86092e-01     1.85009e+05     1.96293e+03     2.25166e+02
    1.90161e-01     1.85832e+05     1.99229e+03     2.18427e+02
    1.94237e-01     1.85598e+05     1.91521e+03     2.12380e+02
    1.98334e-01     1.84247e+05     1.87256e+03     2.06763e+02
    2.02427e-01     1.85154e+05     1.83861e+03     1.99743e+02
    2.06523e-01     1.82665e+05     1.72321e+03     1.89966e+02
    2.10626e-01     1.80605e+05     1.67801e+03     1.82237e+02
    2.14724e-01     1.80384e+05     1.65976e+03     1.76451e+02
    2.18827e-01     1.80203e+05     1.57311e+03     1.68539e+02
    2.22903e-01     1.79375e+05     1.53893e+03     1.60399e+02
    2.26990e-01     1.78989e+05     1.48439e+03     1.57343e+02
    2.31084e-01     1.77638e+05     1.41113e+03     1.50149e+02
    2.35153e-01     1.79220e+05     1.40282e+03     1.45771e+02
    2.39244e-01     1.75839e+05     1.38469e+03     1.43716e+02
    2.43338e-01     1.79046e+05     1.40728e+03     1.41251e+02
    2.47445e-01     1.79315e+05     1.34543e+03     1.36998e+02
    2.51539e-01     1.78031e+05     1.37374e+03     1.34866e+02
    2.55609e-01     1.74895e+05     1.28234e+03     1.30210e+02
    2.59718e-01     1.75605e+05     1.26789e+03     1.28159e+02
    2.63814e-01     1.76685e+05     1.27546e+03     1.24027e+02
    2.67904e-01     1.74765e+05     1.23403e+03     1.21248e+02
    2.71993e-01     1.75035e+05     1.23348e+03     1.16971e+02
    2.76068e-01     1.74541e+05     1.14700e+03     1.12144e+02
    2.80171e-01     1.73374e+05     1.11341e+03     1.08518e+02
    2.84268e-01     1.73804e+05     1.07158e+03     1.05709e+02
    2.88346e-01     1.73787e+05     1.07927e+03     1.03913e+02
    2.92426e-01     1.72582e+05     1.05756e+03     9.98608e+01
    2.96514e-01     1.73240e+05     1.03502e+03     9.73979e+01
    3.00627e-01     1.72624e+05     1.01450e+03     9.52088e+01
    3.04729e-01     1.70834e+05     1.02069e+03     9.37682e+01
    3.08821e-01     1.69850e+05     9.50126e+02     9.12926e+01
    3.12919e-01     1.71017e+05     9.55199e+02     8.88952e+01
    3.16999e-01     1.69967e+05     9.30721e+02     8.76807e+01
    3.21078e-01     1.70967e+05     9.34296e+02     8.63562e+01
    3.25167e-01     1.69349e+05     9.17898e+02     8.43225e+01
    3.29247e-01     1.68820e+05     9.01094e+02     8.16012e+01
    3.33333e-01     1.68693e+05     8.85351e+02     8.00783e+01
    3.37443e-01     1.68421e+05     9.05761e+02     7.89037e+01
    3.41545e-01     1.69436e+05     8.63754e+02     7.62966e+01
    3.45625e-01     1.70223e+05     8.60447e+02     7.49606e+01
    3.49715e-01     1.67980e+05     8.15421e+02     7.29763e+01
    3.53817e-01     1.69014e+05     8.34928e+02     7.13719e+01
    3.57906e-01     1.66514e+05     8.05692e+02     6.96102e+01
    3.61975e-01     1.69485e+05     8.07276e+02     6.83329e+01
    3.66071e-01     1.66443e+05     7.95485e+02     6.71185e+01
    3.70189e-01     1.66920e+05     7.58835e+02     6.58332e+01
    3.74277e-01     1.67126e+05     7.62292e+02     6.46130e+01
    3.78356e-01     1.66648e+05     7.49437e+02     6.34515e+01
    3.82448e-01     1.66003e+05     7.07960e+02     6.20063e+01
    3.86535e-01     1.66612e+05     7.16459e+02     6.05510e+01
    3.90624e-01     1.65820e+05     7.29465e+02     6.02393e+01
    3.94706e-01     1.65355e+05     7.14383e+02     5.81339e+01
    3.98794e-01     1.64646e+05     7.04963e+02     5.77687e+01
    4.02896e-01     1.66195e+05     6.86474e+02     5.60171e+01
    4.06986e-01     1.64560e+05     6.85350e+02     5.54305e+01
