# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.21713e+03     9.24443e+03
    1.04717e-02     1.45246e+04     1.59923e+04
    1.42665e-02     1.85069e+04     2.18689e+04
    1.81228e-02     1.63847e+04     1.92776e+04
    2.24845e-02     1.46497e+04     1.73455e+04
    2.64508e-02     1.44518e+04     1.70627e+04
    3.04474e-02     1.32952e+04     1.54831e+04
    3.47320e-02     1.22145e+04     1.40648e+04
    3.88308e-02     1.04449e+04     1.21209e+04
    4.28140e-02     9.46974e+03     1.08897e+04
    4.68856e-02     9.54239e+03     1.09477e+04
    5.09858e-02     8.85285e+03     1.01259e+04
    5.51458e-02     7.56396e+03     8.44786e+03
    5.92243e-02     7.88536e+03     8.99740e+03
    6.32864e-02     7.32752e+03     8.17980e+03
    6.73674e-02     6.92561e+03     7.73093e+03
    7.14960e-02     6.30022e+03     7.03509e+03
    7.55894e-02     6.10082e+03     6.79848e+03
    7.96660e-02     5.76718e+03     6.39311e+03
    8.38183e-02     5.34775e+03     5.89235e+03
    8.78941e-02     4.86012e+03     5.25018e+03
    9.19238e-02     4.71250e+03     5.04334e+03
    9.60446e-02     4.50758e+03     4.83922e+03
    1.00128e-01     4.03998e+03     4.23905e+03
    1.04209e-01     3.74926e+03     3.95292e+03
    1.08333e-01     3.56652e+03     3.68532e+03
    1.12448e-01     3.56319e+03     3.67203e+03
    1.16521e-01     3.42886e+03     3.50890e+03
    1.20596e-01     3.21200e+03     3.27408e+03
    1.24665e-01     3.13808e+03     3.19818e+03
    1.28771e-01     3.11095e+03     3.14219e+03
    1.32874e-01     2.97017e+03     3.00485e+03
    1.36975e-01     2.90044e+03     2.90037e+03
    1.41075e-01     2.70059e+03     2.67763e+03
    1.45172e-01     2.67300e+03     2.63673e+03
    1.49268e-01     2.49311e+03     2.42789e+03
    1.53330e-01     2.42978e+03     2.34466e+03
    1.57416e-01     2.33946e+03     2.24008e+03
    1.61514e-01     2.22206e+03     2.13884e+03
    1.65592e-01     2.12178e+03     2.01173e+03
    1.69693e-01     2.06910e+03     1.93645e+03
    1.73803e-01     2.02792e+03     1.87974e+03
    1.77905e-01     1.98189e+03     1.84557e+03
    1.82001e-01     1.94725e+03     1.78753e+03
    1.86092e-01     1.89783e+03     1.74629e+03
    1.90161e-01     1.83838e+03     1.65728e+03
    1.94237e-01     1.81480e+03     1.62404e+03
    1.98334e-01     1.74794e+03     1.55460e+03
    2.02427e-01     1.69983e+03     1.51451e+03
    2.06523e-01     1.67295e+03     1.47078e+03
    2.10626e-01     1.60750e+03     1.40115e+03
    2.14724e-01     1.58082e+03     1.35441e+03
    2.18827e-01     1.54335e+03     1.31770e+03
    2.22903e-01     1.50364e+03     1.27822e+03
    2.26990e-01     1.48016e+03     1.24681e+03
    2.31084e-01     1.45006e+03     1.21243e+03
    2.35153e-01     1.42112e+03     1.17123e+03
    2.39244e-01     1.39005e+03     1.13764e+03
    2.43338e-01     1.36925e+03     1.11415e+03
    2.47445e-01     1.33908e+03     1.07424e+03
    2.51539e-01     1.32076e+03     1.05251e+03
    2.55609e-01     1.28368e+03     1.02904e+03
    2.59718e-01     1.27456e+03     1.00490e+03
    2.63814e-01     1.23449e+03     9.56074e+02
    2.67904e-01     1.22793e+03     9.58081e+02
    2.71993e-01     1.19859e+03     9.24652e+02
    2.76068e-01     1.17844e+03     9.02155e+02
    2.80171e-01     1.15569e+03     8.75799e+02
    2.84268e-01     1.13642e+03     8.48121e+02
    2.88346e-01     1.13080e+03     8.39694e+02
    2.92426e-01     1.10924e+03     8.12582e+02
    2.96514e-01     1.08638e+03     7.96366e+02
    3.00627e-01     1.07525e+03     7.78515e+02
    3.04729e-01     1.05880e+03     7.55087e+02
    3.08821e-01     1.04903e+03     7.43377e+02
    3.12919e-01     1.02848e+03     7.37722e+02
    3.16999e-01     1.02056e+03     7.17312e+02
    3.21078e-01     9.98430e+02     6.98246e+02
    3.25167e-01     9.88575e+02     6.84994e+02
    3.29247e-01     9.73630e+02     6.71193e+02
    3.33333e-01     9.66992e+02     6.54164e+02
    3.37443e-01     9.57071e+02     6.45322e+02
    3.41545e-01     9.44857e+02     6.28410e+02
    3.45625e-01     9.37713e+02     6.24416e+02
    3.49715e-01     9.21753e+02     6.05447e+02
    3.53817e-01     9.15956e+02     5.95168e+02
    3.57906e-01     9.02511e+02     5.80965e+02
    3.61975e-01     8.91628e+02     5.70924e+02
    3.66071e-01     8.84034e+02     5.60129e+02
    3.70189e-01     8.79166e+02     5.55459e+02
    3.74277e-01     8.70337e+02     5.44978e+02
    3.78356e-01     8.55774e+02     5.25816e+02
    3.82448e-01     8.52341e+02     5.22013e+02
    3.86535e-01     8.46772e+02     5.17546e+02
    3.90624e-01     8.37672e+02     5.03428e+02
    3.94706e-01     8.19708e+02     4.90652e+02
    3.98794e-01     8.20373e+02     4.87815e+02
    4.02896e-01     8.11986e+02     4.77182e+02
    4.06986e-01     8.05621e+02     4.70035e+02
    4.11069e-01     7.97700e+02     4.64336e+02
    4.15170e-01     7.92895e+02     4.54229e+02
    4.19263e-01     7.90569e+02     4.50920e+02
    4.23353e-01     7.75060e+02     4.38508e+02
    4.27447e-01     7.75997e+02     4.36959e+02
    4.31534e-01     7.61585e+02     4.22214e+02
    4.35624e-01     7.62314e+02     4.22309e+02
    4.39718e-01     7.51414e+02     4.11063e+02
    4.43804e-01     7.49500e+02     4.06987e+02
    4.47892e-01     7.42277e+02     4.01733e+02
    4.51977e-01     7.38617e+02     3.92617e+02
    4.56067e-01     7.28811e+02     3.87981e+02
    4.60165e-01     7.26277e+02     3.82741e+02
    4.64260e-01     7.21800e+02     3.76326e+02
    4.68355e-01     7.15166e+02     3.70199e+02
    4.72450e-01     7.11408e+02     3.66472e+02
    4.76540e-01     7.07416e+02     3.55846e+02
    4.80633e-01     7.01611e+02     3.55730e+02
    4.84718e-01     6.96069e+02     3.47198e+02
    4.88794e-01     6.90682e+02     3.44432e+02
    4.92888e-01     6.85717e+02     3.36849e+02
    4.96984e-01     6.81214e+02     3.33729e+02
    5.01073e-01     6.78440e+02     3.28427e+02
    5.05169e-01     6.79871e+02     3.27756e+02
    5.09268e-01     6.71875e+02     3.19072e+02
    5.13369e-01     6.66908e+02     3.14962e+02
    5.17441e-01     6.66590e+02     3.17616e+02
    5.21516e-01     6.58517e+02     3.08603e+02
    5.25611e-01     6.57661e+02     3.03933e+02
    5.29706e-01     6.54574e+02     3.00095e+02
    5.33801e-01     6.45909e+02     2.93073e+02
    5.37888e-01     6.43142e+02     2.91362e+02
    5.41985e-01     6.41994e+02     2.86502e+02
    5.46091e-01     6.38673e+02     2.84481e+02
    5.50174e-01     6.39765e+02     2.82149e+02
    5.54252e-01     6.32216e+02     2.77052e+02
    5.58346e-01     6.28977e+02     2.73986e+02
    5.62439e-01     6.26018e+02     2.69025e+02
    5.66527e-01     6.22559e+02     2.69805e+02
    5.70616e-01     6.20024e+02     2.65540e+02
    5.74707e-01     6.18537e+02     2.60251e+02
    5.78798e-01     6.14166e+02     2.55422e+02
    5.82883e-01     6.09291e+02     2.52527e+02
    5.86977e-01     6.09544e+02     2.50862e+02
    5.91070e-01     6.08161e+02     2.50642e+02
    5.95166e-01     6.02737e+02     2.45053e+02
    5.99260e-01     5.99073e+02     2.40358e+02
    6.03349e-01     5.98080e+02     2.40087e+02
    6.07445e-01     5.96451e+02     2.37933e+02
    6.11543e-01     5.91063e+02     2.32195e+02
    6.15623e-01     5.89550e+02     2.30349e+02
    6.19704e-01     5.86620e+02     2.27143e+02
    6.23792e-01     5.82857e+02     2.24385e+02
    6.27891e-01     5.81300e+02     2.23406e+02
    6.31991e-01     5.80663e+02     2.20640e+02
    6.36073e-01     5.75936e+02     2.17018e+02
    6.40158e-01     5.76527e+02     2.15182e+02
    6.44244e-01     5.73083e+02     2.13575e+02
    6.48338e-01     5.69160e+02     2.10608e+02
    6.52432e-01     5.69499e+02     2.09493e+02
    6.56514e-01     5.64963e+02     2.06377e+02
    6.60609e-01     5.62094e+02     2.01864e+02
    6.64712e-01     5.62465e+02     2.01975e+02
    6.68801e-01     5.61362e+02     1.98937e+02
    6.72890e-01     5.59088e+02     1.95838e+02
    6.76984e-01     5.56472e+02     1.93598e+02
    6.81074e-01     5.54026e+02     1.93261e+02
    6.85160e-01     5.49928e+02     1.89874e+02
    6.89246e-01     5.50134e+02     1.89848e+02
    6.93336e-01     5.46602e+02     1.85413e+02
    6.97434e-01     5.48001e+02     1.86060e+02
    7.01528e-01     5.44387e+02     1.82711e+02
    7.05618e-01     5.42181e+02     1.78528e+02
    7.09708e-01     5.41441e+02     1.79226e+02
    7.13796e-01     5.36030e+02     1.75130e+02
    7.17892e-01     5.36729e+02     1.74775e+02
    7.21982e-01     5.35576e+02     1.72934e+02
