# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.3070e+04 2.0444e+04
1.0472e-02 2.1116e+04 1.8598e+04
1.4266e-02 3.0408e+04 2.5943e+04
1.8123e-02 3.5207e+04 3.0194e+04
2.2484e-02 3.0120e+04 2.5960e+04
2.6451e-02 2.7956e+04 2.3993e+04
3.0447e-02 2.7390e+04 2.3174e+04
3.4732e-02 2.6722e+04 2.2869e+04
3.8831e-02 2.1123e+04 1.7889e+04
4.2814e-02 1.8616e+04 1.5736e+04
4.6886e-02 1.7356e+04 1.4534e+04
5.0986e-02 1.6503e+04 1.3873e+04
5.5146e-02 1.5521e+04 1.2948e+04
5.9224e-02 1.4974e+04 1.2557e+04
6.3286e-02 1.4127e+04 1.1863e+04
6.7367e-02 1.3664e+04 1.1457e+04
7.1496e-02 1.2694e+04 1.0536e+04
7.5589e-02 1.1952e+04 9.9562e+03
7.9666e-02 1.1303e+04 9.3866e+03
8.3818e-02 1.0380e+04 8.5822e+03
8.7894e-02 9.6426e+03 7.9782e+03
9.1924e-02 8.9769e+03 7.3904e+03
9.6045e-02 8.2168e+03 6.6995e+03
1.0013e-01 7.8197e+03 6.3707e+03
1.0421e-01 7.4471e+03 6.0463e+03
1.0833e-01 6.9043e+03 5.5879e+03
1.1245e-01 6.8357e+03 5.5412e+03
1.1652e-01 6.6973e+03 5.4152e+03
1.2060e-01 6.3062e+03 5.0686e+03
1.2466e-01 6.1768e+03 4.9378e+03
1.2877e-01 5.9807e+03 4.7925e+03
1.3287e-01 5.8402e+03 4.6784e+03
1.3698e-01 5.6437e+03 4.4838e+03
1.4107e-01 5.3216e+03 4.2304e+03
1.4517e-01 5.0937e+03 4.0373e+03
1.4927e-01 4.8282e+03 3.8274e+03
1.5333e-01 4.5927e+03 3.6025e+03
1.5742e-01 4.3861e+03 3.4513e+03
1.6151e-01 4.2130e+03 3.3090e+03
1.6559e-01 4.1776e+03 3.2595e+03
1.6969e-01 4.0189e+03 3.1283e+03
1.7380e-01 3.9083e+03 3.0426e+03
1.7790e-01 3.7901e+03 2.9271e+03
1.8200e-01 3.6485e+03 2.8283e+03
1.8609e-01 3.5618e+03 2.7537e+03
1.9016e-01 3.5143e+03 2.6962e+03
1.9424e-01 3.4146e+03 2.6146e+03
1.9833e-01 3.3263e+03 2.5495e+03
2.0243e-01 3.2952e+03 2.5274e+03
2.0652e-01 3.1966e+03 2.4323e+03
2.1063e-01 3.0710e+03 2.3400e+03
2.1472e-01 3.0361e+03 2.3083e+03
2.1883e-01 2.9288e+03 2.2096e+03
2.2290e-01 2.8325e+03 2.1333e+03
2.2699e-01 2.7989e+03 2.0999e+03
2.3108e-01 2.7443e+03 2.0655e+03
2.3515e-01 2.6568e+03 1.9831e+03
