# Halo auto- and cross-power spectra.
# Robust average of 10 spectra using sqrt(1+x^2).
# 12.00<lgM<12.50, z=2.000
#      k[h/Mpc]           <Phh>        Err[Phh]           <Phm>        Err[Phm]
    2.31084e-01     2.13146e+03     7.18031e+00     6.51346e+02     2.23904e+00
    2.35153e-01     2.07724e+03     2.57293e+00     6.30474e+02     9.31209e-01
    2.39244e-01     2.05715e+03     2.47704e+00     6.20646e+02     8.71607e-01
    2.43338e-01     2.02204e+03     6.43132e+00     6.05288e+02     1.40596e+00
    2.47445e-01     1.99260e+03     5.33068e+00     5.92479e+02     1.21071e+00
    2.51539e-01     1.96162e+03     1.26448e+00     5.79483e+02     1.17722e+00
    2.55609e-01     1.93669e+03     4.51123e+00     5.66320e+02     1.30821e+00
    2.59718e-01     1.90013e+03     4.77021e+00     5.52855e+02     1.44317e+00
    2.63814e-01     1.86173e+03     4.59659e+00     5.37457e+02     9.99260e-01
    2.67904e-01     1.83927e+03     4.28323e+00     5.26517e+02     6.80161e-01
    2.71993e-01     1.80753e+03     5.98266e+00     5.12454e+02     1.66804e+00
    2.76068e-01     1.76787e+03     2.99410e+00     4.96253e+02     9.32739e-01
    2.80171e-01     1.73770e+03     3.39895e+00     4.82985e+02     9.97190e-01
    2.84268e-01     1.70292e+03     3.42762e+00     4.68946e+02     9.96520e-01
    2.88346e-01     1.68017e+03     3.23565e+00     4.59173e+02     8.76191e-01
    2.92426e-01     1.65327e+03     1.59346e+00     4.47059e+02     6.63538e-01
    2.96514e-01     1.62952e+03     4.18787e+00     4.37230e+02     8.34307e-01
    3.00627e-01     1.60969e+03     3.03140e+00     4.28694e+02     1.17218e+00
    3.04729e-01     1.57886e+03     4.59659e+00     4.17618e+02     1.11073e+00
    3.08821e-01     1.56647e+03     6.41842e+00     4.11313e+02     1.57940e+00
    3.12919e-01     1.54675e+03     4.95764e+00     4.02844e+02     1.54856e+00
    3.16999e-01     1.52803e+03     3.81880e+00     3.94843e+02     7.67823e-01
    3.21078e-01     1.50887e+03     1.65264e+00     3.86650e+02     6.67559e-01
    3.25167e-01     1.49336e+03     3.24070e+00     3.79761e+02     8.35347e-01
    3.29247e-01     1.47241e+03     3.55223e+00     3.70803e+02     5.74837e-01
    3.33333e-01     1.45369e+03     1.76248e+00     3.63762e+02     6.08254e-01
    3.37443e-01     1.43476e+03     2.37013e+00     3.56140e+02     5.19418e-01
    3.41545e-01     1.41879e+03     3.09504e+00     3.49003e+02     8.59295e-01
    3.45625e-01     1.40494e+03     1.76730e+00     3.42087e+02     1.04268e+00
    3.49715e-01     1.39066e+03     2.26448e+00     3.36517e+02     9.37562e-01
    3.53817e-01     1.36507e+03     2.58941e+00     3.27516e+02     4.51234e-01
    3.57906e-01     1.35282e+03     2.73290e+00     3.21859e+02     5.13296e-01
    3.61975e-01     1.34274e+03     1.44514e+00     3.17022e+02     2.87917e-01
    3.66071e-01     1.32721e+03     2.07265e+00     3.10591e+02     7.22793e-01
    3.70189e-01     1.31468e+03     1.84957e+00     3.05107e+02     4.52421e-01
    3.74277e-01     1.29910e+03     1.36489e+00     2.99673e+02     2.70728e-01
    3.78356e-01     1.28610e+03     2.39255e+00     2.94174e+02     3.25241e-01
    3.82448e-01     1.27312e+03     2.95878e+00     2.89286e+02     5.43761e-01
    3.86535e-01     1.26101e+03     2.29256e+00     2.84157e+02     7.02177e-01
    3.90624e-01     1.25560e+03     2.27899e+00     2.80783e+02     8.90138e-01
    3.94706e-01     1.24021e+03     2.34750e+00     2.74968e+02     4.58669e-01
    3.98794e-01     1.22960e+03     8.83551e-01     2.71053e+02     2.36656e-01
    4.02896e-01     1.21872e+03     1.65277e+00     2.66103e+02     5.56718e-01
    4.06986e-01     1.20986e+03     1.76001e+00     2.62029e+02     7.45969e-01
    4.11069e-01     1.19234e+03     1.55532e+00     2.56405e+02     2.79738e-01
    4.15170e-01     1.18614e+03     2.62984e+00     2.53267e+02     4.41029e-01
    4.19263e-01     1.17463e+03     2.97301e+00     2.49020e+02     5.78265e-01
    4.23353e-01     1.16521e+03     2.85588e+00     2.45132e+02     6.00534e-01
    4.27447e-01     1.15785e+03     2.11780e+00     2.41482e+02     5.05111e-01
    4.31534e-01     1.14682e+03     8.00159e-01     2.37598e+02     2.98471e-01
    4.35624e-01     1.13662e+03     3.21374e+00     2.33718e+02     8.55435e-01
    4.39718e-01     1.12991e+03     9.86266e-01     2.30534e+02     2.16687e-01
    4.43804e-01     1.12002e+03     9.52868e-01     2.27379e+02     3.98320e-01
    4.47892e-01     1.11170e+03     1.84895e+00     2.23563e+02     4.04122e-01
    4.51977e-01     1.10298e+03     1.48197e+00     2.20249e+02     4.20061e-01
    4.56067e-01     1.09472e+03     1.19085e+00     2.17144e+02     2.19881e-01
    4.60165e-01     1.08836e+03     9.33174e-01     2.14275e+02     3.05155e-01
    4.64260e-01     1.08230e+03     6.37059e-01     2.11591e+02     4.50585e-01
    4.68355e-01     1.07462e+03     5.91284e-01     2.08511e+02     2.26431e-01
    4.72450e-01     1.06550e+03     1.30424e+00     2.05200e+02     2.64468e-01
    4.76540e-01     1.05805e+03     1.04478e+00     2.02231e+02     2.11159e-01
    4.80633e-01     1.05168e+03     1.41164e+00     1.99573e+02     5.00068e-01
    4.84718e-01     1.04560e+03     1.30440e+00     1.96888e+02     4.25666e-01
    4.88794e-01     1.03789e+03     2.41733e+00     1.94630e+02     5.27481e-01
    4.92888e-01     1.03286e+03     1.28423e+00     1.92074e+02     3.28062e-01
    4.96984e-01     1.02756e+03     5.74742e-01     1.89494e+02     3.80627e-01
    5.01073e-01     1.01801e+03     1.96952e+00     1.86908e+02     2.56599e-01
    5.05169e-01     1.01264e+03     8.78082e-01     1.84340e+02     1.73609e-01
    5.09268e-01     1.00784e+03     1.19092e+00     1.82216e+02     2.67103e-01
    5.13369e-01     1.00148e+03     1.86564e+00     1.79813e+02     5.93313e-01
    5.17441e-01     9.94605e+02     8.74871e-01     1.77605e+02     2.08497e-01
    5.21516e-01     9.89037e+02     9.74812e-01     1.75575e+02     2.61361e-01
    5.25611e-01     9.83838e+02     1.33815e+00     1.72829e+02     2.80796e-01
    5.29706e-01     9.78966e+02     9.46717e-01     1.71268e+02     2.67566e-01
    5.33801e-01     9.72353e+02     4.96468e-01     1.68825e+02     1.25625e-01
    5.37888e-01     9.68269e+02     6.47649e-01     1.67288e+02     1.31848e-01
    5.41985e-01     9.62143e+02     2.03171e+00     1.65194e+02     2.79813e-01
    5.46091e-01     9.56153e+02     1.22838e+00     1.62931e+02     2.03999e-01
    5.50174e-01     9.50106e+02     1.05370e+00     1.60851e+02     2.56185e-01
    5.54252e-01     9.47551e+02     8.13962e-01     1.59343e+02     2.99521e-01
    5.58346e-01     9.40635e+02     1.33620e+00     1.56914e+02     2.29538e-01
    5.62439e-01     9.37997e+02     7.96488e-01     1.55826e+02     3.38556e-01
    5.66527e-01     9.32433e+02     1.27948e+00     1.53839e+02     2.94414e-01
    5.70616e-01     9.28613e+02     9.44855e-01     1.52227e+02     2.43588e-01
    5.74707e-01     9.23866e+02     7.20778e-01     1.50471e+02     1.86080e-01
    5.78798e-01     9.17597e+02     7.15006e-01     1.48342e+02     2.46259e-01
    5.82883e-01     9.13357e+02     1.48738e+00     1.46799e+02     6.32004e-02
    5.86977e-01     9.09826e+02     7.77624e-01     1.45317e+02     2.07797e-01
    5.91070e-01     9.06860e+02     1.16305e+00     1.43996e+02     2.54367e-01
    5.95166e-01     9.02044e+02     6.49030e-01     1.42308e+02     1.62988e-01
    5.99260e-01     8.97346e+02     7.57129e-01     1.40621e+02     1.97998e-01
    6.03349e-01     8.94151e+02     1.56159e+00     1.39431e+02     3.08298e-01
    6.07445e-01     8.89180e+02     7.54034e-01     1.37859e+02     2.23086e-01
    6.11543e-01     8.84381e+02     7.90633e-01     1.36088e+02     1.71273e-01
    6.15623e-01     8.82136e+02     1.19977e+00     1.34876e+02     9.14559e-02
    6.19704e-01     8.77811e+02     1.01902e+00     1.33524e+02     1.82954e-01
    6.23792e-01     8.73916e+02     1.02332e+00     1.32408e+02     1.58965e-01
    6.27891e-01     8.69732e+02     1.25501e+00     1.30689e+02     3.28446e-01
    6.31991e-01     8.67137e+02     1.15487e+00     1.29585e+02     1.13707e-01
    6.36073e-01     8.62317e+02     1.19634e+00     1.27832e+02     1.06798e-01
    6.40158e-01     8.59240e+02     5.69745e-01     1.26594e+02     8.11427e-02
    6.44244e-01     8.56616e+02     1.17062e+00     1.25762e+02     2.28966e-01
    6.48338e-01     8.53169e+02     5.94418e-01     1.24372e+02     1.80286e-01
    6.52432e-01     8.48467e+02     1.10849e+00     1.23040e+02     1.97593e-01
    6.56514e-01     8.46006e+02     4.17942e-01     1.21988e+02     1.70837e-01
    6.60609e-01     8.43543e+02     7.09175e-01     1.20905e+02     1.70147e-01
    6.64712e-01     8.39469e+02     4.60861e-01     1.19829e+02     2.16409e-01
    6.68801e-01     8.35681e+02     4.63542e-01     1.18383e+02     1.41204e-01
    6.72890e-01     8.32988e+02     6.18953e-01     1.17432e+02     1.49968e-01
    6.76984e-01     8.29662e+02     8.13150e-01     1.16334e+02     9.35284e-02
    6.81074e-01     8.27061e+02     6.26760e-01     1.15317e+02     1.20640e-01
    6.85160e-01     8.24474e+02     8.51011e-01     1.14234e+02     1.00471e-01
    6.89246e-01     8.20791e+02     8.53170e-01     1.13082e+02     2.86479e-01
    6.93336e-01     8.17422e+02     8.59217e-01     1.11903e+02     1.87180e-01
    6.97434e-01     8.14568e+02     1.02874e+00     1.10938e+02     1.09768e-01
    7.01528e-01     8.12277e+02     7.96028e-01     1.10040e+02     1.37693e-01
    7.05618e-01     8.07979e+02     5.70328e-01     1.08999e+02     1.21470e-01
    7.09708e-01     8.06637e+02     7.84384e-01     1.08213e+02     1.15803e-01
    7.13796e-01     8.03985e+02     1.00690e+00     1.07254e+02     1.63022e-01
    7.17892e-01     8.01637e+02     4.79445e-01     1.06282e+02     1.31969e-01
    7.21982e-01     7.98362e+02     5.98694e-01     1.05482e+02     1.00737e-01
    7.26059e-01     7.95605e+02     7.70560e-01     1.04447e+02     1.40374e-01
    7.30145e-01     7.93160e+02     6.05162e-01     1.03600e+02     1.17756e-01
    7.34240e-01     7.89926e+02     5.75276e-01     1.02741e+02     1.68849e-01
    7.38340e-01     7.87775e+02     8.33938e-01     1.01818e+02     1.77434e-01
    7.42427e-01     7.84228e+02     4.94483e-01     1.00874e+02     9.82112e-02
    7.46511e-01     7.83683e+02     2.34882e-01     1.00140e+02     8.20752e-02
    7.50614e-01     7.80204e+02     7.69616e-01     9.91070e+01     1.89701e-01
    7.54706e-01     7.77163e+02     4.36962e-01     9.83203e+01     6.93512e-02
    7.58795e-01     7.74256e+02     2.89082e-01     9.75456e+01     6.28715e-02
    7.62888e-01     7.73224e+02     7.18904e-01     9.69958e+01     5.97787e-02
    7.66986e-01     7.69806e+02     7.74172e-01     9.59795e+01     1.40773e-01
    7.71073e-01     7.67390e+02     5.91066e-01     9.51759e+01     1.01035e-01
    7.75153e-01     7.65457e+02     7.51749e-01     9.45403e+01     1.09192e-01
    7.79241e-01     7.62531e+02     5.10874e-01     9.36681e+01     4.90677e-02
    7.83335e-01     7.61633e+02     6.20238e-01     9.31120e+01     8.16092e-02
    7.87426e-01     7.58910e+02     5.92988e-01     9.22693e+01     1.04776e-01
    7.91513e-01     7.55613e+02     3.62200e-01     9.14251e+01     8.41031e-02
    7.95606e-01     7.54384e+02     4.71041e-01     9.08606e+01     1.23135e-01
    7.99702e-01     7.51617e+02     6.79983e-01     9.01504e+01     1.33215e-01
    8.03798e-01     7.49808e+02     1.19707e+00     8.93925e+01     2.04439e-01
    8.07879e-01     7.46521e+02     5.70246e-01     8.86016e+01     8.50872e-02
    8.11963e-01     7.45198e+02     7.34263e-01     8.79224e+01     1.06919e-01
    8.16059e-01     7.43662e+02     4.92123e-01     8.73716e+01     8.22777e-02
    8.20152e-01     7.41444e+02     5.05583e-01     8.67946e+01     8.37452e-02
    8.24242e-01     7.39499e+02     4.76911e-01     8.60367e+01     5.74534e-02
    8.28331e-01     7.37256e+02     6.54699e-01     8.53508e+01     8.14324e-02
    8.32425e-01     7.35876e+02     6.04737e-01     8.48551e+01     9.36172e-02
    8.36516e-01     7.33942e+02     9.97727e-01     8.43665e+01     6.12652e-02
    8.40610e-01     7.30424e+02     8.68035e-01     8.34377e+01     8.47010e-02
    8.44704e-01     7.28966e+02     5.19168e-01     8.28681e+01     8.96022e-02
    8.48790e-01     7.26862e+02     5.14785e-01     8.21806e+01     1.29211e-01
    8.52876e-01     7.25668e+02     2.84788e-01     8.17742e+01     1.10153e-01
    8.56967e-01     7.22709e+02     5.70926e-01     8.11100e+01     1.40571e-01
    8.61059e-01     7.20971e+02     3.77714e-01     8.04899e+01     6.15426e-02
    8.65147e-01     7.20030e+02     3.46544e-01     8.00205e+01     8.54308e-02
    8.69235e-01     7.17546e+02     1.23208e+00     7.93961e+01     1.58588e-01
    8.73334e-01     7.16066e+02     6.37143e-01     7.88237e+01     7.68421e-02
    8.77429e-01     7.14445e+02     4.05690e-01     7.83369e+01     1.23469e-01
    8.81512e-01     7.12701e+02     4.04567e-01     7.79205e+01     9.67574e-02
    8.85601e-01     7.10141e+02     6.79000e-01     7.72281e+01     9.89378e-02
    8.89691e-01     7.09093e+02     5.41336e-01     7.66073e+01     5.84597e-02
    8.93784e-01     7.07336e+02     3.69780e-01     7.62018e+01     9.00827e-02
    8.97875e-01     7.05336e+02     4.90945e-01     7.56180e+01     9.32361e-02
    9.01960e-01     7.03515e+02     6.44338e-01     7.51411e+01     7.57178e-02
    9.06054e-01     7.02694e+02     5.79400e-01     7.46680e+01     7.96838e-02
    9.10146e-01     7.00555e+02     3.90423e-01     7.41685e+01     4.73556e-02
    9.14237e-01     6.98277e+02     5.79463e-01     7.34877e+01     1.27711e-01
    9.18331e-01     6.96265e+02     2.62982e-01     7.30850e+01     3.62568e-02
    9.22421e-01     6.94808e+02     4.88391e-01     7.26282e+01     9.00299e-02
    9.26509e-01     6.93219e+02     4.78243e-01     7.21610e+01     3.44541e-02
    9.30598e-01     6.91875e+02     7.86407e-01     7.16771e+01     5.98756e-02
    9.34692e-01     6.90255e+02     4.31883e-01     7.12510e+01     5.28594e-02
    9.38787e-01     6.88711e+02     3.75362e-01     7.07754e+01     4.54539e-02
    9.42873e-01     6.86420e+02     4.90176e-01     7.03009e+01     7.73680e-02
    9.46961e-01     6.84831e+02     4.74937e-01     6.98158e+01     7.70759e-02
    9.51054e-01     6.83837e+02     5.80025e-01     6.93220e+01     9.66797e-02
    9.55150e-01     6.81464e+02     6.47714e-01     6.88747e+01     8.09273e-02
    9.59240e-01     6.80898e+02     3.94346e-01     6.85349e+01     7.17282e-02
    9.63327e-01     6.78910e+02     6.47072e-01     6.81390e+01     7.43965e-02
    9.67420e-01     6.77251e+02     6.43231e-01     6.75538e+01     3.23750e-02
    9.71506e-01     6.75505e+02     7.43874e-01     6.71514e+01     3.38467e-02
    9.75588e-01     6.73536e+02     6.21348e-01     6.66754e+01     6.27470e-02
    9.79678e-01     6.73187e+02     4.47067e-01     6.65578e+01     8.76890e-02
    9.83773e-01     6.71404e+02     4.79810e-01     6.58556e+01     5.38182e-02
    9.87866e-01     6.69486e+02     8.06573e-01     6.54727e+01     6.97645e-02
    9.91960e-01     6.67410e+02     2.50063e-01     6.50456e+01     8.80868e-02
    9.96055e-01     6.66477e+02     1.59688e-01     6.48193e+01     5.06005e-02
    1.00015e+00     6.65194e+02     5.93587e-01     6.42894e+01     6.98817e-02
    1.00424e+00     6.64031e+02     5.58341e-01     6.40092e+01     4.35173e-02
    1.00832e+00     6.62867e+02     3.11356e-01     6.37181e+01     3.68444e-02
    1.01242e+00     6.60896e+02     1.76931e-01     6.31948e+01     3.95943e-02
    1.01651e+00     6.59606e+02     5.31432e-01     6.27845e+01     5.41169e-02
    1.02059e+00     6.58376e+02     2.17487e-01     6.24715e+01     5.69040e-02
    1.02468e+00     6.57203e+02     2.83438e-01     6.21087e+01     4.39360e-02
    1.02878e+00     6.55282e+02     4.58640e-01     6.17136e+01     4.60500e-02
    1.03287e+00     6.54010e+02     4.60003e-01     6.13197e+01     9.22818e-02
    1.03695e+00     6.52467e+02     5.82754e-01     6.09690e+01     9.50164e-02
    1.04105e+00     6.51161e+02     4.18870e-01     6.06215e+01     3.36464e-02
    1.04515e+00     6.49691e+02     3.94959e-01     6.02732e+01     4.69214e-02
    1.04923e+00     6.48476e+02     6.85244e-01     5.98593e+01     5.48730e-02
    1.05332e+00     6.47244e+02     3.87043e-01     5.96297e+01     5.92590e-02
    1.05741e+00     6.46115e+02     2.74271e-01     5.92528e+01     5.84493e-02
    1.06150e+00     6.44566e+02     5.83324e-01     5.89709e+01     5.58755e-02
    1.06559e+00     6.43257e+02     2.90641e-01     5.85599e+01     3.85953e-02
    1.06968e+00     6.41912e+02     7.09318e-01     5.82866e+01     8.44342e-02
    1.07377e+00     6.40684e+02     3.55236e-01     5.79452e+01     4.33609e-02
    1.07786e+00     6.39282e+02     2.63969e-01     5.75776e+01     4.83843e-02
    1.08195e+00     6.38381e+02     4.47944e-01     5.72286e+01     3.05733e-02
    1.08605e+00     6.36954e+02     3.58640e-01     5.69744e+01     5.83442e-02
    1.09014e+00     6.35434e+02     3.04133e-01     5.66363e+01     6.24210e-02
    1.09422e+00     6.34246e+02     3.09254e-01     5.63738e+01     4.63451e-02
    1.09832e+00     6.33537e+02     4.28512e-01     5.60417e+01     6.49506e-02
    1.10242e+00     6.31514e+02     2.64491e-01     5.56249e+01     6.82184e-02
    1.10650e+00     6.30371e+02     2.79231e-01     5.53828e+01     5.38826e-02
    1.11059e+00     6.28499e+02     2.59625e-01     5.49700e+01     7.67972e-02
    1.11468e+00     6.27788e+02     4.64825e-01     5.47652e+01     3.06282e-02
    1.11878e+00     6.26885e+02     2.46883e-01     5.44970e+01     6.38674e-02
    1.12287e+00     6.25644e+02     2.60767e-01     5.42652e+01     6.56959e-02
    1.12695e+00     6.24486e+02     3.47408e-01     5.39261e+01     2.94781e-02
    1.13105e+00     6.23666e+02     3.23749e-01     5.37166e+01     4.90972e-02
    1.13514e+00     6.21314e+02     2.73490e-01     5.32557e+01     7.50008e-02
    1.13922e+00     6.20471e+02     4.21105e-01     5.30370e+01     5.47847e-02
    1.14331e+00     6.19102e+02     3.05927e-01     5.27421e+01     7.56383e-02
    1.14741e+00     6.17950e+02     2.47451e-01     5.24758e+01     7.74928e-02
    1.15150e+00     6.16640e+02     2.37275e-01     5.22315e+01     5.30460e-02
    1.15559e+00     6.15330e+02     3.48890e-01     5.18499e+01     3.90394e-02
    1.15968e+00     6.15065e+02     2.99524e-01     5.17677e+01     5.61842e-02
    1.16377e+00     6.13047e+02     3.96118e-01     5.13367e+01     2.55612e-02
    1.16786e+00     6.11973e+02     3.41545e-01     5.11334e+01     7.19167e-02
    1.17195e+00     6.11432e+02     2.38822e-01     5.09050e+01     4.53955e-02
    1.17604e+00     6.10262e+02     4.20074e-01     5.06143e+01     3.61529e-02
    1.18013e+00     6.08252e+02     3.06143e-01     5.03252e+01     4.54751e-02
    1.18422e+00     6.07083e+02     3.32922e-01     5.00302e+01     5.72759e-02
    1.18831e+00     6.06226e+02     4.17644e-01     4.98331e+01     5.76781e-02
    1.19240e+00     6.05280e+02     6.12693e-01     4.95798e+01     4.78737e-02
    1.19649e+00     6.04140e+02     3.95606e-01     4.93836e+01     2.54908e-02
    1.20059e+00     6.02807e+02     2.07406e-01     4.90729e+01     4.53148e-02
    1.20468e+00     6.02246e+02     3.48163e-01     4.88137e+01     3.10574e-02
    1.20877e+00     6.00653e+02     3.44165e-01     4.85636e+01     3.85656e-02
    1.21286e+00     5.99777e+02     3.16935e-01     4.83794e+01     6.81881e-02
    1.21695e+00     5.98694e+02     3.31757e-01     4.81330e+01     5.63469e-02
    1.22104e+00     5.97500e+02     2.72891e-01     4.78208e+01     5.91944e-02
    1.22513e+00     5.96282e+02     3.07503e-01     4.76359e+01     4.34610e-02
    1.22922e+00     5.94868e+02     2.88705e-01     4.73557e+01     3.96148e-02
    1.23330e+00     5.93873e+02     5.28506e-01     4.71527e+01     2.20081e-02
    1.23740e+00     5.92942e+02     3.10972e-01     4.69422e+01     2.06474e-02
    1.24149e+00     5.92064e+02     3.20789e-01     4.67125e+01     5.22289e-02
    1.24558e+00     5.90855e+02     2.17104e-01     4.64740e+01     3.54590e-02
    1.24967e+00     5.89636e+02     2.49754e-01     4.62091e+01     3.43263e-02
    1.25376e+00     5.88913e+02     2.70203e-01     4.59995e+01     2.34033e-02
    1.25785e+00     5.87273e+02     3.92608e-01     4.57820e+01     2.67795e-02
    1.26194e+00     5.86452e+02     2.37191e-01     4.55676e+01     3.20257e-02
    1.26603e+00     5.85439e+02     3.74332e-01     4.53940e+01     3.09387e-02
    1.27012e+00     5.84220e+02     2.60886e-01     4.51651e+01     2.86794e-02
    1.27422e+00     5.83237e+02     3.54119e-01     4.49293e+01     3.37546e-02
    1.27831e+00     5.81718e+02     2.47788e-01     4.47328e+01     2.10817e-02
    1.28240e+00     5.81426e+02     1.17629e-01     4.45104e+01     3.04983e-02
    1.28649e+00     5.80066e+02     4.26692e-01     4.42826e+01     4.77214e-02
    1.29058e+00     5.79065e+02     3.67849e-01     4.40945e+01     3.28186e-02
    1.29467e+00     5.77826e+02     2.35513e-01     4.38708e+01     4.80810e-02
    1.29876e+00     5.77396e+02     2.70180e-01     4.36595e+01     6.84983e-02
    1.30285e+00     5.76169e+02     3.57102e-01     4.34466e+01     4.37967e-02
    1.30694e+00     5.75082e+02     2.29735e-01     4.32623e+01     2.96064e-02
    1.31103e+00     5.73996e+02     2.39958e-01     4.30480e+01     3.40699e-02
    1.31512e+00     5.72927e+02     4.70138e-01     4.28607e+01     2.96557e-02
    1.31921e+00     5.71848e+02     3.11708e-01     4.26651e+01     3.38223e-02
    1.32331e+00     5.70529e+02     2.04908e-01     4.24128e+01     5.84939e-02
    1.32739e+00     5.70205e+02     4.01552e-01     4.23089e+01     2.54537e-02
    1.33148e+00     5.68720e+02     2.22700e-01     4.20755e+01     4.28989e-02
    1.33558e+00     5.67914e+02     4.43952e-01     4.18961e+01     4.21769e-02
    1.33967e+00     5.67170e+02     1.81960e-01     4.16864e+01     2.07254e-02
    1.34376e+00     5.66105e+02     3.15816e-01     4.15076e+01     5.05767e-02
    1.34785e+00     5.65162e+02     2.97647e-01     4.13456e+01     3.25638e-02
    1.35195e+00     5.63968e+02     1.96970e-01     4.11559e+01     4.20009e-02
    1.35603e+00     5.62845e+02     3.71815e-01     4.09748e+01     3.90268e-02
    1.36011e+00     5.61482e+02     3.22578e-01     4.07429e+01     3.62197e-02
    1.36421e+00     5.60498e+02     2.77670e-01     4.05542e+01     2.61087e-02
    1.36830e+00     5.59938e+02     1.83971e-01     4.03921e+01     1.25891e-02
    1.37239e+00     5.58917e+02     3.68834e-01     4.02511e+01     3.30288e-02
    1.37648e+00     5.57595e+02     3.01259e-01     4.00621e+01     3.12060e-02
