# k pk/ 
0.0000e+00 0.0000e+00
8.6911e-03 2.5248e+05
1.4726e-02 2.0057e+05
2.0945e-02 2.0248e+05
2.7184e-02 1.6157e+05
3.3546e-02 1.8619e+05
3.9530e-02 1.7248e+05
4.5671e-02 1.3650e+05
5.1900e-02 1.4052e+05
5.8100e-02 1.3862e+05
6.4221e-02 1.3065e+05
7.0280e-02 1.1909e+05
7.6510e-02 1.2026e+05
8.2770e-02 1.0990e+05
8.8836e-02 1.0518e+05
9.4930e-02 9.7624e+04
1.0109e-01 9.7582e+04
1.0723e-01 9.0511e+04
1.1335e-01 9.0006e+04
1.1950e-01 8.8617e+04
1.2570e-01 8.6206e+04
1.3182e-01 8.5866e+04
1.3789e-01 8.5012e+04
1.4406e-01 8.4112e+04
1.5021e-01 7.9105e+04
1.5636e-01 7.8230e+04
1.6252e-01 7.8906e+04
1.6868e-01 7.5462e+04
1.7479e-01 7.5692e+04
1.8090e-01 7.3114e+04
1.8700e-01 7.1821e+04
1.9316e-01 7.1882e+04
1.9936e-01 7.0300e+04
2.0552e-01 7.1833e+04
2.1163e-01 6.9628e+04
2.1775e-01 6.8185e+04
2.2390e-01 6.6511e+04
2.3000e-01 6.7113e+04
2.3612e-01 6.6686e+04
2.4227e-01 6.5762e+04
2.4839e-01 6.5388e+04
2.5453e-01 6.4718e+04
2.6068e-01 6.3987e+04
2.6684e-01 6.3568e+04
2.7301e-01 6.3379e+04
2.7915e-01 6.2199e+04
2.8527e-01 6.2166e+04
2.9138e-01 6.1764e+04
2.9750e-01 6.1914e+04
3.0365e-01 6.1014e+04
3.0980e-01 6.0959e+04
3.1595e-01 6.0258e+04
3.2209e-01 5.9840e+04
3.2824e-01 5.8770e+04
3.3438e-01 5.8875e+04
3.4050e-01 5.8266e+04
3.4662e-01 5.8785e+04
3.5273e-01 5.7746e+04
3.5887e-01 5.7733e+04
3.6500e-01 5.7050e+04
3.7117e-01 5.6754e+04
3.7731e-01 5.5742e+04
3.8345e-01 5.6087e+04
3.8961e-01 5.5299e+04
3.9572e-01 5.5509e+04
4.0187e-01 5.4734e+04
4.0800e-01 5.4893e+04
4.1410e-01 5.3821e+04
4.2026e-01 5.3800e+04
4.2641e-01 5.3782e+04
4.3254e-01 5.3162e+04
4.3865e-01 5.3395e+04
4.4477e-01 5.2599e+04
4.5094e-01 5.2649e+04
4.5710e-01 5.1747e+04
4.6323e-01 5.1931e+04
4.6938e-01 5.1373e+04
4.7550e-01 5.1048e+04
4.8162e-01 5.0882e+04
4.8775e-01 5.0095e+04
4.9386e-01 5.0521e+04
4.9999e-01 4.9545e+04
5.0618e-01 4.9781e+04
5.1233e-01 4.9647e+04
5.1844e-01 4.9225e+04
5.2458e-01 4.8896e+04
5.3072e-01 4.8538e+04
5.3686e-01 4.8237e+04
5.4298e-01 4.7641e+04
5.4912e-01 4.7859e+04
5.5528e-01 4.7455e+04
5.6141e-01 4.7273e+04
5.6753e-01 4.6944e+04
5.7368e-01 4.6370e+04
5.7982e-01 4.6051e+04
5.8594e-01 4.6121e+04
5.9206e-01 4.5704e+04
5.9819e-01 4.5885e+04
6.0437e-01 4.5034e+04
6.1051e-01 4.4854e+04
6.1661e-01 4.5101e+04
6.2276e-01 4.4510e+04
6.2889e-01 4.4131e+04
6.3503e-01 4.4008e+04
6.4119e-01 4.3680e+04
6.4732e-01 4.3125e+04
6.5344e-01 4.2976e+04
6.5958e-01 4.2807e+04
6.6571e-01 4.2535e+04
6.7184e-01 4.2421e+04
6.7798e-01 4.1920e+04
6.8410e-01 4.1732e+04
6.9025e-01 4.1635e+04
6.9639e-01 4.1367e+04
7.0254e-01 4.1010e+04
7.0869e-01 4.0971e+04
7.1481e-01 4.0612e+04
7.2095e-01 4.0300e+04
7.2708e-01 4.0029e+04
7.3319e-01 3.9919e+04
7.3934e-01 3.9564e+04
7.4549e-01 3.9588e+04
7.5162e-01 3.9102e+04
7.5776e-01 3.9074e+04
7.6390e-01 3.8677e+04
7.7006e-01 3.8267e+04
7.7618e-01 3.8102e+04
7.8228e-01 3.7749e+04
7.8841e-01 3.7597e+04
7.9456e-01 3.7330e+04
8.0071e-01 3.6975e+04
8.0684e-01 3.6798e+04
8.1299e-01 3.6603e+04
8.1915e-01 3.6460e+04
8.2526e-01 3.6265e+04
8.3138e-01 3.5738e+04
8.3753e-01 3.5504e+04
8.4366e-01 3.5264e+04
8.4979e-01 3.4918e+04
8.5592e-01 3.4940e+04
8.6206e-01 3.4533e+04
8.6820e-01 3.4383e+04
8.7433e-01 3.4101e+04
8.8047e-01 3.3971e+04
8.8661e-01 3.3564e+04
8.9275e-01 3.3462e+04
8.9891e-01 3.3462e+04
9.0504e-01 3.2960e+04
9.1117e-01 3.2895e+04
9.1731e-01 3.2474e+04
9.2344e-01 3.2167e+04
9.2956e-01 3.2065e+04
9.3569e-01 3.1978e+04
9.4184e-01 3.1374e+04
9.4799e-01 3.1364e+04
9.5411e-01 3.1228e+04
9.6024e-01 3.0872e+04
9.6637e-01 3.0626e+04
9.7252e-01 3.0341e+04
9.7866e-01 3.0167e+04
9.8477e-01 3.0006e+04
9.9092e-01 2.9738e+04
9.9706e-01 2.9607e+04
1.0032e+00 2.9288e+04
1.0093e+00 2.9077e+04
1.0155e+00 2.8904e+04
1.0216e+00 2.8645e+04
1.0277e+00 2.8245e+04
1.0339e+00 2.8209e+04
1.0400e+00 2.8026e+04
1.0462e+00 2.7705e+04
1.0523e+00 2.7537e+04
1.0584e+00 2.7242e+04
1.0646e+00 2.7060e+04
1.0707e+00 2.6921e+04
1.0768e+00 2.6606e+04
1.0830e+00 2.6357e+04
1.0891e+00 2.6177e+04
1.0952e+00 2.5854e+04
1.1014e+00 2.5734e+04
1.1075e+00 2.5637e+04
1.1136e+00 2.5431e+04
1.1198e+00 2.5164e+04
1.1259e+00 2.4953e+04
1.1321e+00 2.4739e+04
1.1382e+00 2.4584e+04
1.1443e+00 2.4322e+04
1.1505e+00 2.4141e+04
1.1566e+00 2.3871e+04
1.1627e+00 2.3703e+04
1.1689e+00 2.3542e+04
1.1750e+00 2.3284e+04
1.1811e+00 2.3088e+04
1.1873e+00 2.2885e+04
1.1934e+00 2.2834e+04
1.1996e+00 2.2450e+04
1.2057e+00 2.2326e+04
1.2118e+00 2.2158e+04
1.2180e+00 2.2004e+04
1.2241e+00 2.1788e+04
1.2302e+00 2.1657e+04
1.2364e+00 2.1412e+04
1.2425e+00 2.1133e+04
1.2486e+00 2.1032e+04
1.2548e+00 2.0928e+04
1.2609e+00 2.0722e+04
1.2671e+00 2.0571e+04
1.2732e+00 2.0305e+04
1.2793e+00 2.0110e+04
1.2855e+00 1.9984e+04
1.2916e+00 1.9886e+04
1.2977e+00 1.9682e+04
1.3039e+00 1.9517e+04
1.3100e+00 1.9258e+04
1.3161e+00 1.9218e+04
1.3223e+00 1.8984e+04
1.3284e+00 1.8830e+04
1.3345e+00 1.8681e+04
1.3407e+00 1.8531e+04
1.3468e+00 1.8407e+04
1.3529e+00 1.8268e+04
1.3591e+00 1.8071e+04
1.3652e+00 1.7941e+04
1.3714e+00 1.7761e+04
1.3775e+00 1.7627e+04
1.3836e+00 1.7420e+04
1.3898e+00 1.7363e+04
1.3959e+00 1.7195e+04
1.4020e+00 1.7075e+04
1.4082e+00 1.6955e+04
1.4143e+00 1.6809e+04
1.4205e+00 1.6629e+04
1.4266e+00 1.6519e+04
1.4327e+00 1.6350e+04
1.4389e+00 1.6278e+04
1.4450e+00 1.6160e+04
1.4511e+00 1.5958e+04
1.4573e+00 1.5900e+04
1.4634e+00 1.5783e+04
1.4695e+00 1.5635e+04
1.4757e+00 1.5470e+04
1.4818e+00 1.5379e+04
1.4879e+00 1.5271e+04
1.4941e+00 1.5127e+04
1.5002e+00 1.5040e+04
1.5064e+00 1.4904e+04
1.5125e+00 1.4866e+04
1.5186e+00 1.4728e+04
1.5248e+00 1.4604e+04
1.5309e+00 1.4535e+04
1.5370e+00 1.4359e+04
1.5432e+00 1.4263e+04
1.5493e+00 1.4188e+04
1.5554e+00 1.4120e+04
1.5616e+00 1.3977e+04
1.5677e+00 1.3940e+04
