# Power spectra components in 1-loop lpt. 
#  Columns are k, 1, Aloop, W,  b1, b1sq, b2, b1b2, b2sq, bs, b1bs, b2bs, bssq
1.0000e-03 2.3053e+03 3.0515e-02 -1.6116e-02 4.6107e+03 2.3054e+03 1.9818e-02 3.1470e-01 7.5493e+02 3.1665e+00 1.2997e+01 2.0648e+03 1.5688e+03
1.0842e-03 2.4857e+03 3.8515e-02 -2.1053e-02 4.9716e+03 2.4859e+03 -2.3781e-02 1.7063e-01 7.5421e+02 1.6062e-01 2.2498e-01 2.0105e+03 1.3399e+03
1.1756e-03 2.6794e+03 4.8794e-02 -2.6617e-02 5.3589e+03 2.6796e+03 -2.7836e-02 2.0063e-01 7.5420e+02 1.8851e-01 2.6406e-01 2.0104e+03 1.3397e+03
1.2746e-03 2.8868e+03 6.1786e-02 -3.3640e-02 5.7738e+03 2.8870e+03 -3.2558e-02 2.3593e-01 7.5419e+02 2.2118e-01 3.0984e-01 2.0102e+03 1.3395e+03
1.3819e-03 3.1089e+03 7.8199e-02 -4.2504e-02 6.2181e+03 3.1092e+03 -3.8051e-02 2.7744e-01 7.5419e+02 2.5944e-01 3.6345e-01 2.0100e+03 1.3393e+03
1.4983e-03 3.3466e+03 9.8920e-02 -5.3685e-02 6.6935e+03 3.3469e+03 -4.4431e-02 3.2628e-01 7.5418e+02 3.0420e-01 4.2619e-01 2.0098e+03 1.3390e+03
1.6246e-03 3.6003e+03 1.2505e-01 -6.7764e-02 7.2009e+03 3.6007e+03 -5.1822e-02 3.8374e-01 7.5417e+02 3.5654e-01 4.9956e-01 2.0096e+03 1.3387e+03
1.7614e-03 3.8709e+03 1.5797e-01 -8.5476e-02 7.7422e+03 3.8713e+03 -6.0363e-02 4.5135e-01 7.5415e+02 4.1767e-01 5.8530e-01 2.0093e+03 1.3383e+03
1.9098e-03 4.1590e+03 1.9939e-01 -1.0773e-01 8.3186e+03 4.1595e+03 -7.0202e-02 5.3091e-01 7.5414e+02 4.8900e-01 6.8538e-01 2.0089e+03 1.3379e+03
2.0706e-03 4.4654e+03 2.5148e-01 -1.3565e-01 8.9315e+03 4.4660e+03 -8.1496e-02 6.2456e-01 7.5412e+02 5.7216e-01 8.0210e-01 2.0085e+03 1.3374e+03
2.2450e-03 4.7905e+03 3.1689e-01 -1.7063e-01 9.5818e+03 4.7913e+03 -9.4403e-02 7.3480e-01 7.5410e+02 6.6895e-01 9.3803e-01 2.0080e+03 1.3368e+03
2.4341e-03 5.1347e+03 3.9888e-01 -2.1437e-01 1.0270e+04 5.1356e+03 -1.0907e-01 8.6461e-01 7.5408e+02 7.8146e-01 1.0961e+00 2.0074e+03 1.3361e+03
2.6392e-03 5.4983e+03 5.0152e-01 -2.6895e-01 1.0998e+04 5.4994e+03 -1.2564e-01 1.0175e+00 7.5405e+02 9.1200e-01 1.2797e+00 2.0067e+03 1.3352e+03
2.8615e-03 5.8815e+03 6.2978e-01 -3.3693e-01 1.1764e+04 5.8828e+03 -1.4421e-01 1.1976e+00 7.5402e+02 1.0632e+00 1.4925e+00 2.0059e+03 1.3343e+03
3.1025e-03 6.2843e+03 7.8981e-01 -4.2141e-01 1.2570e+04 6.2859e+03 -1.6480e-01 1.4097e+00 7.5398e+02 1.2378e+00 1.7385e+00 2.0050e+03 1.3332e+03
3.3638e-03 6.7060e+03 9.8897e-01 -5.2608e-01 1.3414e+04 6.7079e+03 -1.8736e-01 1.6598e+00 7.5393e+02 1.4390e+00 2.0224e+00 2.0039e+03 1.3318e+03
3.6472e-03 7.1466e+03 1.2364e+00 -6.5545e-01 1.4296e+04 7.1490e+03 -2.1166e-01 1.9547e+00 7.5388e+02 1.6701e+00 2.3490e+00 2.0026e+03 1.3303e+03
3.9544e-03 7.6052e+03 1.5431e+00 -8.1486e-01 1.5214e+04 7.6081e+03 -2.3726e-01 2.3024e+00 7.5382e+02 1.9346e+00 2.7236e+00 2.0011e+03 1.3286e+03
4.2875e-03 8.0804e+03 1.9221e+00 -1.0106e+00 1.6165e+04 8.0840e+03 -2.6342e-01 2.7127e+00 7.5374e+02 2.2362e+00 3.1517e+00 1.9994e+03 1.3265e+03
4.6486e-03 8.5719e+03 2.3895e+00 -1.2502e+00 1.7149e+04 8.5762e+03 -2.8894e-01 3.1969e+00 7.5365e+02 2.5784e+00 3.6387e+00 1.9973e+03 1.3241e+03
5.0402e-03 9.0737e+03 2.9630e+00 -1.5418e+00 1.8154e+04 9.0791e+03 -3.1200e-01 3.7685e+00 7.5355e+02 2.9646e+00 4.1903e+00 1.9949e+03 1.3214e+03
5.4648e-03 9.5870e+03 3.6657e+00 -1.8955e+00 1.9182e+04 9.5936e+03 -3.3000e-01 4.4436e+00 7.5343e+02 3.3977e+00 4.8116e+00 1.9922e+03 1.3182e+03
5.9251e-03 1.0108e+04 4.5232e+00 -2.3227e+00 2.0226e+04 1.0116e+04 -3.3917e-01 5.2412e+00 7.5330e+02 3.8800e+00 5.5068e+00 1.9889e+03 1.3145e+03
6.4242e-03 1.0632e+04 5.5648e+00 -2.8353e+00 2.1277e+04 1.0642e+04 -3.3435e-01 6.1836e+00 7.5313e+02 4.4122e+00 6.2793e+00 1.9851e+03 1.3103e+03
6.9653e-03 1.1156e+04 6.8252e+00 -3.4471e+00 2.2327e+04 1.1168e+04 -3.0840e-01 7.2975e+00 7.5294e+02 4.9938e+00 7.1302e+00 1.9807e+03 1.3055e+03
7.5520e-03 1.1674e+04 8.3425e+00 -4.1722e+00 2.3365e+04 1.1689e+04 -2.5173e-01 8.6143e+00 7.5272e+02 5.6217e+00 8.0584e+00 1.9757e+03 1.3000e+03
8.1881e-03 1.2179e+04 1.0160e+01 -5.0255e+00 2.4381e+04 1.2198e+04 -1.5166e-01 1.0171e+01 7.5246e+02 6.2895e+00 9.0589e+00 1.9698e+03 1.2938e+03
8.8778e-03 1.2667e+04 1.2323e+01 -6.0216e+00 2.5360e+04 1.2689e+04 8.5997e-03 1.2010e+01 7.5215e+02 6.9872e+00 1.0122e+01 1.9630e+03 1.2867e+03
9.6256e-03 1.3128e+04 1.4883e+01 -7.1735e+00 2.6288e+04 1.3155e+04 2.5061e-01 1.4183e+01 7.5180e+02 7.6995e+00 1.1234e+01 1.9551e+03 1.2786e+03
1.0436e-02 1.3554e+04 1.7890e+01 -8.4923e+00 2.7148e+04 1.3587e+04 6.0198e-01 1.6748e+01 7.5138e+02 8.4055e+00 1.2372e+01 1.9461e+03 1.2696e+03
1.1315e-02 1.3937e+04 2.1394e+01 -9.9845e+00 2.7922e+04 1.3977e+04 1.0976e+00 1.9774e+01 7.5090e+02 9.0770e+00 1.3506e+01 1.9358e+03 1.2595e+03
1.2269e-02 1.4267e+04 2.5441e+01 -1.1651e+01 2.8591e+04 1.4315e+04 1.7803e+00 2.3337e+01 7.5033e+02 9.6783e+00 1.4598e+01 1.9240e+03 1.2482e+03
1.3302e-02 1.4532e+04 3.0070e+01 -1.3483e+01 2.9132e+04 1.4589e+04 2.7030e+00 2.7526e+01 7.4967e+02 1.0166e+01 1.5600e+01 1.9106e+03 1.2356e+03
1.4422e-02 1.4723e+04 3.5306e+01 -1.5463e+01 2.9527e+04 1.4791e+04 3.9285e+00 3.2438e+01 7.4891e+02 1.0486e+01 1.6453e+01 1.8954e+03 1.2218e+03
1.5637e-02 1.4827e+04 4.1153e+01 -1.7559e+01 2.9751e+04 1.4908e+04 5.5305e+00 3.8181e+01 7.4802e+02 1.0581e+01 1.7092e+01 1.8782e+03 1.2065e+03
1.6955e-02 1.4835e+04 4.7591e+01 -1.9720e+01 2.9785e+04 1.4930e+04 7.5936e+00 4.4870e+01 7.4699e+02 1.0385e+01 1.7443e+01 1.8589e+03 1.1899e+03
1.8383e-02 1.4738e+04 5.4565e+01 -2.1883e+01 2.9608e+04 1.4849e+04 1.0211e+01 5.2625e+01 7.4579e+02 9.8285e+00 1.7430e+01 1.8373e+03 1.1717e+03
1.9931e-02 1.4528e+04 6.1984e+01 -2.3965e+01 2.9209e+04 1.4656e+04 1.3482e+01 6.1568e+01 7.4441e+02 8.8454e+00 1.6978e+01 1.8133e+03 1.1520e+03
2.1610e-02 1.4201e+04 6.9717e+01 -2.5868e+01 2.8579e+04 1.4348e+04 1.7508e+01 7.1814e+01 7.4281e+02 7.3747e+00 1.6018e+01 1.7867e+03 1.1308e+03
2.3430e-02 1.3757e+04 7.7588e+01 -2.7485e+01 2.7715e+04 1.3925e+04 2.2387e+01 8.3466e+01 7.4095e+02 5.3679e+00 1.4495e+01 1.7575e+03 1.1080e+03
2.5404e-02 1.3203e+04 8.5403e+01 -2.8709e+01 2.6632e+04 1.3392e+04 2.8204e+01 9.6606e+01 7.3881e+02 2.7937e+00 1.2372e+01 1.7255e+03 1.0837e+03
2.7544e-02 1.2550e+04 9.2957e+01 -2.9445e+01 2.5353e+04 1.2761e+04 3.5021e+01 1.1128e+02 7.3634e+02 -3.5746e-01 9.6354e+00 1.6907e+03 1.0578e+03
2.9864e-02 1.1817e+04 1.0006e+02 -2.9621e+01 2.3914e+04 1.2051e+04 4.2875e+01 1.2752e+02 7.3350e+02 -4.0746e+00 6.2928e+00 1.6530e+03 1.0302e+03
3.2379e-02 1.1031e+04 1.0660e+02 -2.9215e+01 2.2369e+04 1.1288e+04 5.1768e+01 1.4528e+02 7.3023e+02 -8.3301e+00 2.3676e+00 1.6124e+03 1.0012e+03
3.5106e-02 1.0224e+04 1.1255e+02 -2.8259e+01 2.0782e+04 1.0504e+04 6.1675e+01 1.6453e+02 7.2647e+02 -1.3092e+01 -2.1150e+00 1.5688e+03 9.7060e+02
3.8064e-02 9.4313e+03 1.1804e+02 -2.6834e+01 1.9222e+04 9.7343e+03 7.2554e+01 1.8517e+02 7.2217e+02 -1.8343e+01 -7.1482e+00 1.5222e+03 9.3857e+02
4.1270e-02 8.6852e+03 1.2331e+02 -2.5077e+01 1.7758e+04 9.0122e+03 8.4377e+01 2.0714e+02 7.1726e+02 -2.4098e+01 -1.2764e+01 1.4727e+03 9.0523e+02
4.4746e-02 8.0153e+03 1.2876e+02 -2.3134e+01 1.6447e+04 8.3679e+03 9.7162e+01 2.3043e+02 7.1166e+02 -3.0421e+01 -1.9050e+01 1.4201e+03 8.7077e+02
4.8515e-02 7.4378e+03 1.3477e+02 -2.1113e+01 1.5324e+04 7.8186e+03 1.1102e+02 2.5507e+02 7.0529e+02 -3.7428e+01 -2.6150e+01 1.3645e+03 8.3546e+02
5.2602e-02 6.9538e+03 1.4164e+02 -1.9034e+01 1.4392e+04 7.3665e+03 1.2616e+02 2.8119e+02 6.9809e+02 -4.5259e+01 -3.4225e+01 1.3061e+03 7.9958e+02
