# Power spectra components in 1-loop lpt. 
#  Columns are k, 1, Aloop, W,  b1, b1sq, b2, b1b2, b2sq, bs, b1bs, b2bs, bssq
1.0000e-03 3.8824e+03 7.4251e-02 -4.6325e-02 7.7651e+03 3.8828e+03 9.9791e-03 6.9721e-01 2.1405e+03 5.4905e+00 2.2110e+01 5.7942e+03 4.1862e+03
1.0842e-03 4.1863e+03 9.3834e-02 -5.9715e-02 8.3730e+03 4.1867e+03 -6.7453e-02 4.8397e-01 2.1393e+03 4.5557e-01 6.3814e-01 5.7027e+03 3.8005e+03
1.1756e-03 4.5124e+03 1.1888e-01 -7.5498e-02 9.0252e+03 4.5128e+03 -7.8954e-02 5.6908e-01 2.1392e+03 5.3468e-01 7.4898e-01 5.7023e+03 3.8000e+03
1.2746e-03 4.8618e+03 1.5052e-01 -9.5415e-02 9.7240e+03 4.8623e+03 -9.2348e-02 6.6919e-01 2.1392e+03 6.2736e-01 8.7883e-01 5.7018e+03 3.7995e+03
1.3819e-03 5.2358e+03 1.9049e-01 -1.2056e-01 1.0472e+04 5.2364e+03 -1.0793e-01 7.8694e-01 2.1392e+03 7.3587e-01 1.0309e+00 5.7013e+03 3.7988e+03
1.4983e-03 5.6361e+03 2.4096e-01 -1.5227e-01 1.1273e+04 5.6368e+03 -1.2602e-01 9.2546e-01 2.1392e+03 8.6282e-01 1.2088e+00 5.7007e+03 3.7980e+03
1.6246e-03 6.0633e+03 3.0457e-01 -1.9220e-01 1.2127e+04 6.0641e+03 -1.4699e-01 1.0884e+00 2.1391e+03 1.0112e+00 1.4169e+00 5.6999e+03 3.7971e+03
1.7614e-03 6.5190e+03 3.8472e-01 -2.4244e-01 1.3039e+04 6.5200e+03 -1.7121e-01 1.2802e+00 2.1391e+03 1.1846e+00 1.6601e+00 5.6990e+03 3.7960e+03
1.9098e-03 7.0042e+03 4.8557e-01 -3.0556e-01 1.4010e+04 7.0054e+03 -1.9912e-01 1.5059e+00 2.1391e+03 1.3870e+00 1.9440e+00 5.6980e+03 3.7948e+03
2.0706e-03 7.5201e+03 6.1234e-01 -3.8475e-01 1.5042e+04 7.5216e+03 -2.3115e-01 1.7715e+00 2.1390e+03 1.6228e+00 2.2750e+00 5.6968e+03 3.7933e+03
2.2450e-03 8.0675e+03 7.7148e-01 -4.8396e-01 1.6137e+04 8.0693e+03 -2.6775e-01 2.0841e+00 2.1389e+03 1.8973e+00 2.6605e+00 5.6954e+03 3.7916e+03
2.4341e-03 8.6471e+03 9.7091e-01 -6.0799e-01 1.7296e+04 8.6493e+03 -3.0937e-01 2.4523e+00 2.1389e+03 2.2163e+00 3.1088e+00 5.6937e+03 3.7895e+03
