# Power spectra components in 1-loop lpt. 
#  Columns are k, b1, b1sq, b2, b1b2, b2sq, bs, b1bs, b2bs, bssq
1.0000e-03 3.8942e+02 1.0369e-03 -3.8529e-04 7.7885e+02 3.8944e+02 6.1983e-03 3.2788e-02 2.1642e+01 5.1569e-01 2.1687e+00 6.6517e+01 7.6884e+01
1.0842e-03 4.1991e+02 1.2873e-03 -6.0076e-04 8.3982e+02 4.1992e+02 -6.7860e-04 4.8689e-03 2.1521e+01 4.5832e-03 6.4200e-03 5.7370e+01 3.8234e+01
1.1756e-03 4.5261e+02 1.6310e-03 -7.5954e-04 9.0524e+02 4.5264e+02 -7.9431e-04 5.7251e-03 2.1521e+01 5.3792e-03 7.5350e-03 5.7366e+01 3.8229e+01
1.2746e-03 4.8766e+02 2.0653e-03 -9.5993e-04 9.7533e+02 4.8768e+02 -9.2906e-04 6.7322e-03 2.1521e+01 6.3116e-03 8.8415e-03 5.7362e+01 3.8224e+01
1.3819e-03 5.2518e+02 2.6140e-03 -1.2129e-03 1.0504e+03 5.2521e+02 -1.0858e-03 7.9169e-03 2.1521e+01 7.4034e-03 1.0371e-02 5.7357e+01 3.8217e+01
1.4983e-03 5.6534e+02 3.3069e-03 -1.5319e-03 1.1307e+03 5.6536e+02 -1.2679e-03 9.3105e-03 2.1520e+01 8.6807e-03 1.2162e-02 5.7351e+01 3.8209e+01
1.6246e-03 6.0820e+02 4.1806e-03 -1.9337e-03 1.2164e+03 6.0823e+02 -1.4788e-03 1.0950e-02 2.1520e+01 1.0174e-02 1.4256e-02 5.7343e+01 3.8200e+01
1.7614e-03 6.5391e+02 5.2816e-03 -2.4392e-03 1.3079e+03 6.5395e+02 -1.7225e-03 1.2879e-02 2.1520e+01 1.1919e-02 1.6702e-02 5.7335e+01 3.8190e+01
1.9098e-03 7.0260e+02 6.6674e-03 -3.0742e-03 1.4052e+03 7.0264e+02 -2.0033e-03 1.5150e-02 2.1519e+01 1.3955e-02 1.9558e-02 5.7325e+01 3.8177e+01
2.0706e-03 7.5436e+02 8.4101e-03 -3.8711e-03 1.5088e+03 7.5441e+02 -2.3256e-03 1.7822e-02 2.1519e+01 1.6328e-02 2.2889e-02 5.7313e+01 3.8163e+01
2.2450e-03 8.0930e+02 1.0599e-02 -4.8694e-03 1.6186e+03 8.0935e+02 -2.6939e-03 2.0968e-02 2.1518e+01 1.9090e-02 2.6769e-02 5.7299e+01 3.8146e+01
